word          ,start       ,end         ,start_sec,end_sec,confidence,id
in            ,00:03:05.600,00:03:05.600,185.6    ,185.6  ,0.9128386 ,eIhGAa6PW98
Japan         ,00:03:05.600,00:03:05.900,185.6    ,185.9  ,0.9128386 ,eIhGAa6PW98
and           ,00:03:05.900,00:03:06.000,185.9    ,186.0  ,0.9128386 ,eIhGAa6PW98
that's        ,00:03:06.000,00:03:06.200,186.0    ,186.2  ,0.9128386 ,eIhGAa6PW98
why           ,00:03:06.200,00:03:06.300,186.2    ,186.3  ,0.9128386 ,eIhGAa6PW98
you           ,00:03:06.300,00:03:06.600,186.3    ,186.6  ,0.9128386 ,eIhGAa6PW98
see           ,00:03:06.700,00:03:06.900,186.7    ,186.9  ,0.9128386 ,eIhGAa6PW98
these         ,00:03:06.900,00:03:07.100,186.9    ,187.1  ,0.9128386 ,eIhGAa6PW98
excuse        ,00:03:07.100,00:03:07.800,187.1    ,187.8  ,0.6736805 ,eIhGAa6PW98
figures       ,00:03:07.800,00:03:08.100,187.8    ,188.1  ,0.9128386 ,eIhGAa6PW98
of            ,00:03:08.100,00:03:08.200,188.1    ,188.2  ,0.7974814 ,eIhGAa6PW98
9             ,00:03:08.200,00:03:08.500,188.2    ,188.5  ,0.61963   ,eIhGAa6PW98
"million,"    ,00:03:08.500,00:03:08.800,188.5    ,188.8  ,0.7595228 ,eIhGAa6PW98
people        ,00:03:08.800,00:03:09.200,188.8    ,189.2  ,0.668711  ,eIhGAa6PW98
being         ,00:03:09.300,00:03:09.500,189.3    ,189.5  ,0.9128386 ,eIhGAa6PW98
told          ,00:03:09.500,00:03:10.000,189.5    ,190.0  ,0.65182   ,eIhGAa6PW98
to            ,00:03:10.100,00:03:10.200,190.1    ,190.2  ,0.9128386 ,eIhGAa6PW98
leave         ,00:03:10.200,00:03:10.400,190.2    ,190.4  ,0.77248096,eIhGAa6PW98
their         ,00:03:10.400,00:03:10.600,190.4    ,190.6  ,0.7235672 ,eIhGAa6PW98
homes.        ,00:03:10.600,00:03:11.000,190.6    ,191.0  ,0.7644405 ,eIhGAa6PW98
People        ,00:03:11.500,00:03:11.800,191.5    ,191.8  ,0.62355536,eIhGAa6PW98
go            ,00:03:11.800,00:03:12.000,191.8    ,192.0  ,0.9128386 ,eIhGAa6PW98
to            ,00:03:12.000,00:03:12.200,192.0    ,192.2  ,0.9128386 ,eIhGAa6PW98
local         ,00:03:12.200,00:03:12.600,192.2    ,192.6  ,0.9128386 ,eIhGAa6PW98
evacuation    ,00:03:12.600,00:03:13.200,192.6    ,193.2  ,0.66185045,eIhGAa6PW98
centers       ,00:03:13.200,00:03:13.700,193.2    ,193.7  ,0.82370776,eIhGAa6PW98
often         ,00:03:13.700,00:03:13.900,193.7    ,193.9  ,0.8544026 ,eIhGAa6PW98
very          ,00:03:13.900,00:03:14.200,193.9    ,194.2  ,0.9128386 ,eIhGAa6PW98
close         ,00:03:14.200,00:03:14.600,194.2    ,194.6  ,0.71305925,eIhGAa6PW98
to            ,00:03:14.600,00:03:14.600,194.6    ,194.6  ,0.9128386 ,eIhGAa6PW98
their         ,00:03:14.600,00:03:14.800,194.6    ,194.8  ,0.7235672 ,eIhGAa6PW98
homes         ,00:03:14.800,00:03:15.100,194.8    ,195.1  ,0.8544026 ,eIhGAa6PW98
to            ,00:03:15.100,00:03:15.200,195.1    ,195.2  ,0.7235672 ,eIhGAa6PW98
spend         ,00:03:15.200,00:03:15.400,195.2    ,195.4  ,0.9128386 ,eIhGAa6PW98
the           ,00:03:15.400,00:03:15.500,195.4    ,195.5  ,0.65181994,eIhGAa6PW98
night         ,00:03:15.500,00:03:15.900,195.5    ,195.9  ,0.7054613 ,eIhGAa6PW98
so            ,00:03:15.900,00:03:16.000,195.9    ,196.0  ,0.9128386 ,eIhGAa6PW98
that          ,00:03:16.000,00:03:16.200,196.0    ,196.2  ,0.6736971 ,eIhGAa6PW98
they're       ,00:03:16.200,00:03:16.400,196.2    ,196.4  ,0.9128386 ,eIhGAa6PW98
in            ,00:03:16.400,00:03:16.400,196.4    ,196.4  ,0.7235672 ,eIhGAa6PW98
a             ,00:03:16.400,00:03:16.500,196.4    ,196.5  ,0.6988565 ,eIhGAa6PW98
safe          ,00:03:16.500,00:03:16.800,196.5    ,196.8  ,0.60201603,eIhGAa6PW98
place         ,00:03:16.800,00:03:17.100,196.8    ,197.1  ,0.75060827,eIhGAa6PW98
and           ,00:03:17.100,00:03:17.200,197.1    ,197.2  ,0.9128386 ,eIhGAa6PW98
then          ,00:03:17.200,00:03:17.300,197.2    ,197.3  ,0.739159  ,eIhGAa6PW98
they'll       ,00:03:17.300,00:03:17.500,197.3    ,197.5  ,0.9128386 ,eIhGAa6PW98
go            ,00:03:17.500,00:03:17.600,197.5    ,197.6  ,0.9128386 ,eIhGAa6PW98
home          ,00:03:17.600,00:03:17.900,197.6    ,197.9  ,0.7281621 ,eIhGAa6PW98
in            ,00:03:17.900,00:03:17.900,197.9    ,197.9  ,0.9128386 ,eIhGAa6PW98
the           ,00:03:17.900,00:03:18.000,197.9    ,198.0  ,0.6988565 ,eIhGAa6PW98
morning.      ,00:03:18.000,00:03:18.500,198.0    ,198.5  ,0.62928325,eIhGAa6PW98
So            ,00:03:18.600,00:03:18.700,198.6    ,198.7  ,0.9128386 ,eIhGAa6PW98
it's          ,00:03:18.700,00:03:18.900,198.7    ,198.9  ,0.7595228 ,eIhGAa6PW98
not           ,00:03:18.900,00:03:19.100,198.9    ,199.1  ,0.71877223,eIhGAa6PW98
like          ,00:03:19.100,00:03:19.500,199.1    ,199.5  ,0.7142709 ,eIhGAa6PW98
whole         ,00:03:19.500,00:03:19.800,199.5    ,199.8  ,0.8452213 ,eIhGAa6PW98
towns         ,00:03:19.800,00:03:20.200,199.8    ,200.2  ,0.5859719 ,eIhGAa6PW98
or            ,00:03:20.200,00:03:20.300,200.2    ,200.3  ,0.70975876,eIhGAa6PW98
whole         ,00:03:20.300,00:03:20.500,200.3    ,200.5  ,0.7196129 ,eIhGAa6PW98
cities        ,00:03:20.500,00:03:20.800,200.5    ,200.8  ,0.9128386 ,eIhGAa6PW98
are           ,00:03:20.800,00:03:20.900,200.8    ,200.9  ,0.6559086 ,eIhGAa6PW98
being         ,00:03:20.900,00:03:21.100,200.9    ,201.1  ,0.70975876,eIhGAa6PW98
"evacuated,"  ,00:03:21.100,00:03:22.100,201.1    ,202.1  ,0.5053619 ,eIhGAa6PW98
but           ,00:03:22.100,00:03:22.300,202.1    ,202.3  ,0.71001303,eIhGAa6PW98
it            ,00:03:22.300,00:03:22.400,202.3    ,202.4  ,0.9128386 ,eIhGAa6PW98
has           ,00:03:22.400,00:03:22.600,202.4    ,202.6  ,0.9128386 ,eIhGAa6PW98
affected      ,00:03:22.600,00:03:23.300,202.6    ,203.3  ,0.70653987,eIhGAa6PW98
very          ,00:03:23.300,00:03:23.700,203.3    ,203.7  ,0.7035431 ,eIhGAa6PW98
large         ,00:03:23.700,00:03:23.900,203.7    ,203.9  ,0.9128386 ,eIhGAa6PW98
numbers       ,00:03:23.900,00:03:24.200,203.9    ,204.2  ,0.8273415 ,eIhGAa6PW98
of            ,00:03:24.200,00:03:24.300,204.2    ,204.3  ,0.70975876,eIhGAa6PW98
people        ,00:03:24.300,00:03:24.800,204.3    ,204.8  ,0.5294296 ,eIhGAa6PW98
and           ,00:03:24.900,00:03:25.200,204.9    ,205.2  ,0.58506805,eIhGAa6PW98
many          ,00:03:25.200,00:03:25.400,205.2    ,205.4  ,0.7740601 ,eIhGAa6PW98
people        ,00:03:25.400,00:03:25.700,205.4    ,205.7  ,0.9128386 ,eIhGAa6PW98
remain        ,00:03:25.700,00:03:26.000,205.7    ,206.0  ,0.8049906 ,eIhGAa6PW98
today         ,00:03:26.000,00:03:26.400,206.0    ,206.4  ,0.5948201 ,eIhGAa6PW98
without       ,00:03:26.600,00:03:27.100,206.6    ,207.1  ,0.67959076,eIhGAa6PW98
TriCity       ,00:03:27.200,00:03:27.900,207.2    ,207.9  ,0.9128386 ,eIhGAa6PW98
and           ,00:03:28.300,00:03:28.500,208.3    ,208.5  ,0.9128386 ,eIhGAa6PW98
it            ,00:03:28.500,00:03:28.600,208.5    ,208.6  ,0.9128386 ,eIhGAa6PW98
will          ,00:03:28.600,00:03:28.800,208.6    ,208.8  ,0.9128386 ,eIhGAa6PW98
take          ,00:03:28.800,00:03:29.000,208.8    ,209.0  ,0.9128386 ,eIhGAa6PW98
time          ,00:03:29.000,00:03:29.500,209.0    ,209.5  ,0.9128386 ,eIhGAa6PW98
for           ,00:03:29.700,00:03:30.300,209.7    ,210.3  ,0.9128386 ,eIhGAa6PW98
everything    ,00:03:30.300,00:03:30.600,210.3    ,210.6  ,0.9128386 ,eIhGAa6PW98
to            ,00:03:30.600,00:03:30.700,210.6    ,210.7  ,0.9128386 ,eIhGAa6PW98
get           ,00:03:30.700,00:03:30.900,210.7    ,210.9  ,0.9128386 ,eIhGAa6PW98
back          ,00:03:30.900,00:03:31.100,210.9    ,211.1  ,0.9128386 ,eIhGAa6PW98
to            ,00:03:31.100,00:03:31.200,211.1    ,211.2  ,0.9128386 ,eIhGAa6PW98
"normal,"     ,00:03:31.200,00:03:31.600,211.2    ,211.6  ,0.9128386 ,eIhGAa6PW98
okay?         ,00:03:32.000,00:03:32.300,212.0    ,212.3  ,0.7670837 ,eIhGAa6PW98
We've         ,00:03:32.300,00:03:32.600,212.3    ,212.6  ,0.91067773,eIhGAa6PW98
always        ,00:03:32.600,00:03:32.800,212.6    ,212.8  ,0.4979217 ,eIhGAa6PW98
thought       ,00:03:32.800,00:03:33.000,212.8    ,213.0  ,0.5211661 ,eIhGAa6PW98
his           ,00:03:33.000,00:03:33.200,213.0    ,213.2  ,0.7650768 ,eIhGAa6PW98
thank         ,00:03:33.200,00:03:33.300,213.2    ,213.3  ,0.76301247,eIhGAa6PW98
you           ,00:03:33.300,00:03:33.400,213.3    ,213.4  ,0.5579707 ,eIhGAa6PW98
very          ,00:03:33.400,00:03:33.600,213.4    ,213.6  ,0.7263859 ,eIhGAa6PW98
much          ,00:03:33.600,00:03:33.800,213.6    ,213.8  ,0.9128386 ,eIhGAa6PW98
indeed.       ,00:03:33.800,00:03:34.300,213.8    ,214.3  ,0.5769824 ,eIhGAa6PW98
